colsample_bytree,combo,learning_rate,max_depth,min_samples_leaf,model_a_epochs,n_estimators_rf,n_estimators_xgb,rolling_windows,subsample,test_metrics_by_conference_E_ndcg,test_metrics_by_conference_E_spearman,test_metrics_by_conference_W_ndcg,test_metrics_by_conference_W_spearman,test_metrics_ensemble_mrr_top2,test_metrics_ensemble_mrr_top4,test_metrics_ensemble_ndcg,test_metrics_ensemble_ndcg10,test_metrics_ensemble_playoff_brier_championship_odds,test_metrics_ensemble_playoff_ndcg10_pred_vs_playoff,test_metrics_ensemble_playoff_ndcg_at_4_final_four,test_metrics_ensemble_playoff_rank_mae_pred_vs_playoff,test_metrics_ensemble_playoff_rank_mae_standings_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_pred_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_standings_vs_playoff,test_metrics_ensemble_playoff_spearman_pred_vs_playoff_rank,test_metrics_ensemble_rank_mae_pred_vs_playoff,test_metrics_ensemble_rank_mae_standings_vs_playoff,test_metrics_ensemble_rank_rmse_pred_vs_playoff,test_metrics_ensemble_rank_rmse_standings_vs_playoff,test_metrics_ensemble_roc_auc_upset,test_metrics_ensemble_spearman,test_metrics_model_a_mrr_top2,test_metrics_model_a_mrr_top4,test_metrics_model_a_ndcg,test_metrics_model_a_ndcg10,test_metrics_model_a_roc_auc_upset,test_metrics_model_a_spearman,test_metrics_model_b_mrr_top2,test_metrics_model_b_mrr_top4,test_metrics_model_b_ndcg,test_metrics_model_b_ndcg10,test_metrics_model_b_roc_auc_upset,test_metrics_model_b_spearman,test_metrics_model_c_mrr_top2,test_metrics_model_c_mrr_top4,test_metrics_model_c_ndcg,test_metrics_model_c_ndcg10,test_metrics_model_c_roc_auc_upset,test_metrics_model_c_spearman,value
0.7,0,0.05838097565121267,4,6,14,233,234,"(10, 30)",0.8,0.31173772822820445,0.32499999999999996,0.7491563943572732,0.5464285714285714,0.5,0.5,0.48560205786997274,0.48560205786997274,0.032184429466724396,0.4855894766652666,0.4746471968829319,7.4666666984558105,3.1333333333333333,9.099451065063477,4.449719092257398,0.4785317018909899,7.4666666984558105,3.1333333333333333,9.099451065063477,4.449719092257398,0.7692307692307692,0.4473859844271412,0.5,0.5,0.4856105614802922,0.4856105614802922,0.7692307692307692,0.44827586206896547,0.16666666666666666,0.16666666666666666,0.15612350435755987,0.15612350435755987,0.7104072398190044,0.6,0.06666666666666667,0.16666666666666666,0.051798117777736574,0.051798117777736574,0.8214285714285714,0.3041156840934371,0.4473859844271412
0.7,1,0.1046180767043384,3,5,9,211,325,"(10, 30)",0.8,0.263346772559896,0.3857142857142856,0.7350288254932673,0.5214285714285714,0.5,0.5,0.4809802124681311,0.4809802124681311,0.031046800315380096,0.4809675867772372,0.46449490234372454,7.266666889190674,3.1333333333333333,8.880690574645996,4.449719092257398,0.4638487208008899,7.266666889190674,3.1333333333333333,8.880690574645996,4.449719092257398,0.7644444444444444,0.47363737486095664,0.5,0.5,0.4809802124681311,0.4809802124681311,0.7688888888888888,0.4651835372636262,0.16666666666666666,0.16666666666666666,0.36164917908844524,0.36164917908844524,0.7321428571428571,0.6266963292547274,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.8258928571428571,0.3050055617352614,0.47363737486095664
0.7,2,0.09400745062264584,4,6,26,182,209,"(10, 30)",0.8,0.26337376963989567,0.34642857142857136,0.7491563943572732,0.6142857142857142,0.5,0.5,0.48334892056872275,0.48334892056872275,0.03222232684493065,0.4833372508809503,0.4642838088219973,6.800000190734863,3.1333333333333333,8.721620559692383,4.449719092257398,0.49855394883203563,6.800000190734863,3.1333333333333333,8.721620559692383,4.449719092257398,0.7767857142857144,0.4923248053392658,0.5,0.5,0.48334892056872275,0.48334892056872275,0.7767857142857144,0.4923248053392658,0.16666666666666666,0.16666666666666666,0.1575176565835311,0.1575176565835311,0.6851851851851852,0.6048943270300334,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.8258928571428571,0.2938820912124583,0.4923248053392658
0.7,3,0.07843877358098537,3,6,26,155,343,"(10, 30)",0.8,0.2464363311622245,0.3107142857142856,0.7501245010206872,0.6214285714285712,0.5,0.5,0.4822840709520092,0.4822840709520092,0.03220496326684952,0.48227018626279794,0.46421784209645756,7.066666603088379,3.1333333333333333,8.725441932678223,4.449719092257398,0.5283648498331479,7.066666603088379,3.1333333333333333,8.725441932678223,4.449719092257398,0.7511111111111111,0.49187986651835364,0.5,0.5,0.4822840709520092,0.4822840709520092,0.76,0.4816462736373748,0.2,0.2,0.4005640827524752,0.4005640827524752,0.7022222222222223,0.6458286985539488,0.06666666666666667,0.2,0.05212098780672918,0.05212098780672918,0.8258928571428572,0.3014460511679644,0.49187986651835364
0.7,4,0.09792697504573933,5,4,26,169,281,"(10, 30)",0.8,0.24712422384871469,0.2964285714285714,0.7491563943572732,0.5892857142857142,0.5,0.5,0.48343494283109445,0.48343494283109445,0.03222232684493065,0.4834189961998844,0.46419589766943586,7.066666603088379,3.1333333333333333,8.85061264038086,4.449719092257398,0.5190211345939933,7.066666603088379,3.1333333333333333,8.85061264038086,4.449719092257398,0.7155555555555556,0.4771968854282535,0.5,0.5,0.48343494283109445,0.48343494283109445,0.7155555555555556,0.4771968854282535,0.2,0.2,0.19087998412516968,0.19087998412516968,0.7022222222222222,0.5790878754171301,0.06666666666666667,0.2,0.05711942387129425,0.05711942387129425,0.8169642857142857,0.3147942157953281,0.4771968854282535
0.7,5,0.075703153364505,6,5,25,240,340,"(10, 30)",0.8,0.22866324109743036,0.2821428571428571,0.7487942496580289,0.5499999999999999,0.5,0.5,0.48227271822981993,0.48227271822981993,0.03222232684493065,0.48225883354060867,0.46421784209645756,6.933333396911621,3.1333333333333333,8.88819408416748,4.449719092257398,0.4967741935483871,6.933333396911621,3.1333333333333333,8.88819408416748,4.449719092257398,0.7422222222222222,0.47274749721913245,0.5,0.5,0.482287302500759,0.482287302500759,0.7466666666666667,0.4682981090100112,0.14285714285714285,0.14285714285714285,0.1503141222358301,0.1503141222358301,0.7619047619047619,0.5408231368186874,0.0625,0.16666666666666666,0.051798117777736574,0.051798117777736574,0.8169642857142857,0.31746384872080086,0.47274749721913245
